Registration_Number,Semester,Subject,Marks
REG2023163,4,Signals & Systems,91
REG2023164,1,Circuit Analysis,95
REG2023164,1,Digital Electronics,91
REG2023164,1,Power Systems,69
REG2023164,1,Control Systems,62
REG2023164,1,Signals & Systems,59
REG2023164,2,Circuit Analysis,83
REG2023164,2,Digital Electronics,98
REG2023164,2,Power Systems,65
REG2023164,2,Control Systems,53
REG2023164,2,Signals & Systems,88
REG2023164,3,Circuit Analysis,75
REG2023164,3,Digital Electronics,92
REG2023164,3,Power Systems,70
REG2023164,3,Control Systems,93
REG2023164,3,Signals & Systems,58
REG2023164,4,Circuit Analysis,96
REG2023164,4,Digital Electronics,51
REG2023164,4,Power Systems,91
REG2023164,4,Control Systems,81
REG2023164,4,Signals & Systems,68
REG2023165,1,Biochemistry,66
REG2023165,1,Genetics,76
REG2023165,1,Cell Biology,75
REG2023165,1,Microbiology,74
REG2023165,1,Bioinformatics,97
REG2023165,2,Biochemistry,52
REG2023165,2,Genetics,87
REG2023165,2,Cell Biology,95
REG2023165,2,Microbiology,86
REG2023165,2,Bioinformatics,62
REG2023165,3,Biochemistry,71
REG2023165,3,Genetics,96
REG2023165,3,Cell Biology,95
REG2023165,3,Microbiology,64
REG2023165,3,Bioinformatics,93
REG2023165,4,Biochemistry,84
REG2023165,4,Genetics,90
REG2023165,4,Cell Biology,100
REG2023165,4,Microbiology,80
REG2023165,4,Bioinformatics,92
REG2023166,1,Structural Analysis,72
REG2023166,1,Geotechnical Engineering,82
REG2023166,1,Transportation Engineering,69
REG2023166,1,Hydrology,60
REG2023166,1,Surveying,92
REG2023166,2,Structural Analysis,85
REG2023166,2,Geotechnical Engineering,61
REG2023166,2,Transportation Engineering,68
REG2023166,2,Hydrology,56
REG2023166,2,Surveying,80
REG2023166,3,Structural Analysis,58
REG2023166,3,Geotechnical Engineering,97
REG2023166,3,Transportation Engineering,66
REG2023166,3,Hydrology,96
REG2023166,3,Surveying,85
REG2023166,4,Structural Analysis,98
REG2023166,4,Geotechnical Engineering,61
REG2023166,4,Transportation Engineering,93
REG2023166,4,Hydrology,71
REG2023166,4,Surveying,91
REG2023167,1,Biochemistry,55
REG2023167,1,Genetics,64
REG2023167,1,Cell Biology,72
REG2023167,1,Microbiology,64
REG2023167,1,Bioinformatics,97
REG2023167,2,Biochemistry,69
REG2023167,2,Genetics,76
REG2023167,2,Cell Biology,100
REG2023167,2,Microbiology,71
REG2023167,2,Bioinformatics,73
REG2023167,3,Biochemistry,66
REG2023167,3,Genetics,87
REG2023167,3,Cell Biology,68
REG2023167,3,Microbiology,79
REG2023167,3,Bioinformatics,57
REG2023167,4,Biochemistry,80
REG2023167,4,Genetics,53
REG2023167,4,Cell Biology,90
REG2023167,4,Microbiology,87
REG2023167,4,Bioinformatics,87
REG2023168,1,Thermodynamics,89
REG2023168,1,Fluid Mechanics,54
REG2023168,1,Machine Design,80
REG2023168,1,Material Science,62
REG2023168,1,Robotics,82
REG2023168,2,Thermodynamics,57
REG2023168,2,Fluid Mechanics,93
REG2023168,2,Machine Design,74
REG2023168,2,Material Science,83
REG2023168,2,Robotics,69
REG2023168,3,Thermodynamics,76
REG2023168,3,Fluid Mechanics,53
REG2023168,3,Machine Design,59
REG2023168,3,Material Science,58
REG2023168,3,Robotics,62
REG2023168,4,Thermodynamics,71
REG2023168,4,Fluid Mechanics,76
REG2023168,4,Machine Design,86
REG2023168,4,Material Science,79
REG2023168,4,Robotics,59
REG2023169,1,Biochemistry,70
REG2023169,1,Genetics,95
REG2023169,1,Cell Biology,61
REG2023169,1,Microbiology,99
REG2023169,1,Bioinformatics,55
REG2023169,2,Biochemistry,81
REG2023169,2,Genetics,71
REG2023169,2,Cell Biology,90
REG2023169,2,Microbiology,61
REG2023169,2,Bioinformatics,70
REG2023169,3,Biochemistry,90
REG2023169,3,Genetics,53
REG2023169,3,Cell Biology,50
REG2023169,3,Microbiology,78
REG2023169,3,Bioinformatics,67
REG2023169,4,Biochemistry,63
REG2023169,4,Genetics,98
REG2023169,4,Cell Biology,99
REG2023169,4,Microbiology,60
REG2023169,4,Bioinformatics,86
REG2023170,1,Biochemistry,98
REG2023170,1,Genetics,60
REG2023170,1,Cell Biology,81
REG2023170,1,Microbiology,100
REG2023170,1,Bioinformatics,98
REG2023170,2,Biochemistry,99
REG2023170,2,Genetics,55
REG2023170,2,Cell Biology,58
REG2023170,2,Microbiology,89
REG2023170,2,Bioinformatics,77
REG2023170,3,Biochemistry,90
REG2023170,3,Genetics,77
REG2023170,3,Cell Biology,75
REG2023170,3,Microbiology,77
REG2023170,3,Bioinformatics,80
REG2023170,4,Biochemistry,74
REG2023170,4,Genetics,50
REG2023170,4,Cell Biology,52
REG2023170,4,Microbiology,84
REG2023170,4,Bioinformatics,62
REG2023171,1,Biochemistry,96
REG2023171,1,Genetics,73
REG2023171,1,Cell Biology,50
REG2023171,1,Microbiology,70
REG2023171,1,Bioinformatics,98
REG2023171,2,Biochemistry,83
REG2023171,2,Genetics,62
REG2023171,2,Cell Biology,51
REG2023171,2,Microbiology,93
REG2023171,2,Bioinformatics,50
REG2023171,3,Biochemistry,90
REG2023171,3,Genetics,96
REG2023171,3,Cell Biology,65
REG2023171,3,Microbiology,64
REG2023171,3,Bioinformatics,94
REG2023171,4,Biochemistry,72
REG2023171,4,Genetics,69
REG2023171,4,Cell Biology,58
REG2023171,4,Microbiology,56
REG2023171,4,Bioinformatics,74
REG2023172,1,Biochemistry,82
REG2023172,1,Genetics,87
REG2023172,1,Cell Biology,69
REG2023172,1,Microbiology,60
REG2023172,1,Bioinformatics,54
REG2023172,2,Biochemistry,52
REG2023172,2,Genetics,69
REG2023172,2,Cell Biology,68
REG2023172,2,Microbiology,79
REG2023172,2,Bioinformatics,96
REG2023172,3,Biochemistry,83
REG2023172,3,Genetics,88
REG2023172,3,Cell Biology,83
REG2023172,3,Microbiology,71
REG2023172,3,Bioinformatics,77
REG2023172,4,Biochemistry,93
REG2023172,4,Genetics,58
REG2023172,4,Cell Biology,71
REG2023172,4,Microbiology,81
REG2023172,4,Bioinformatics,72
REG2023173,1,Biochemistry,98
REG2023173,1,Genetics,62
REG2023173,1,Cell Biology,60
REG2023173,1,Microbiology,75
REG2023173,1,Bioinformatics,51
REG2023173,2,Biochemistry,64
REG2023173,2,Genetics,64
REG2023173,2,Cell Biology,96
REG2023173,2,Microbiology,58
REG2023173,2,Bioinformatics,63
REG2023173,3,Biochemistry,96
REG2023173,3,Genetics,51
REG2023173,3,Cell Biology,87
REG2023173,3,Microbiology,82
REG2023173,3,Bioinformatics,60
REG2023173,4,Biochemistry,57
REG2023173,4,Genetics,73
REG2023173,4,Cell Biology,95
REG2023173,4,Microbiology,91
REG2023173,4,Bioinformatics,100
REG2023174,1,Data Structures,52
REG2023174,1,Algorithms,74
REG2023174,1,Database Systems,90
REG2023174,1,Operating Systems,66
REG2023174,1,Discrete Mathematics,99
REG2023174,2,Data Structures,84
REG2023174,2,Algorithms,89
REG2023174,2,Database Systems,53
REG2023174,2,Operating Systems,88
REG2023174,2,Discrete Mathematics,53
REG2023174,3,Data Structures,92
REG2023174,3,Algorithms,56
REG2023174,3,Database Systems,91
REG2023174,3,Operating Systems,51
REG2023174,3,Discrete Mathematics,53
REG2023174,4,Data Structures,94
REG2023174,4,Algorithms,57
REG2023174,4,Database Systems,76
REG2023174,4,Operating Systems,78
REG2023174,4,Discrete Mathematics,74
REG2023175,1,Circuit Analysis,57
REG2023175,1,Digital Electronics,85
REG2023175,1,Power Systems,66
REG2023175,1,Control Systems,80
REG2023175,1,Signals & Systems,94
REG2023175,2,Circuit Analysis,59
REG2023175,2,Digital Electronics,63
REG2023175,2,Power Systems,94
REG2023175,2,Control Systems,93
REG2023175,2,Signals & Systems,90
REG2023175,3,Circuit Analysis,50
REG2023175,3,Digital Electronics,69
REG2023175,3,Power Systems,76
REG2023175,3,Control Systems,92
REG2023175,3,Signals & Systems,56
REG2023175,4,Circuit Analysis,92
REG2023175,4,Digital Electronics,83
REG2023175,4,Power Systems,67
REG2023175,4,Control Systems,89
REG2023175,4,Signals & Systems,88
REG2023176,1,Thermodynamics,94
REG2023176,1,Fluid Mechanics,58
REG2023176,1,Machine Design,76
REG2023176,1,Material Science,56
REG2023176,1,Robotics,82
REG2023176,2,Thermodynamics,96
REG2023176,2,Fluid Mechanics,89
REG2023176,2,Machine Design,57
REG2023176,2,Material Science,68
REG2023176,2,Robotics,57
REG2023176,3,Thermodynamics,100
REG2023176,3,Fluid Mechanics,56
REG2023176,3,Machine Design,81
REG2023176,3,Material Science,62
REG2023176,3,Robotics,88
REG2023176,4,Thermodynamics,62
REG2023176,4,Fluid Mechanics,99
REG2023176,4,Machine Design,66
REG2023176,4,Material Science,83
REG2023176,4,Robotics,62
REG2023177,1,Structural Analysis,72
REG2023177,1,Geotechnical Engineering,95
REG2023177,1,Transportation Engineering,76
REG2023177,1,Hydrology,68
REG2023177,1,Surveying,60
REG2023177,2,Structural Analysis,52
REG2023177,2,Geotechnical Engineering,85
REG2023177,2,Transportation Engineering,81
REG2023177,2,Hydrology,63
REG2023177,2,Surveying,94
REG2023177,3,Structural Analysis,80
REG2023177,3,Geotechnical Engineering,71
REG2023177,3,Transportation Engineering,65
REG2023177,3,Hydrology,50
REG2023177,3,Surveying,50
REG2023177,4,Structural Analysis,92
REG2023177,4,Geotechnical Engineering,55
REG2023177,4,Transportation Engineering,57
REG2023177,4,Hydrology,86
REG2023177,4,Surveying,92
REG2023178,1,Structural Analysis,81
REG2023178,1,Geotechnical Engineering,59
REG2023178,1,Transportation Engineering,55
REG2023178,1,Hydrology,99
REG2023178,1,Surveying,82
REG2023178,2,Structural Analysis,54
REG2023178,2,Geotechnical Engineering,96
REG2023178,2,Transportation Engineering,96
REG2023178,2,Hydrology,56
REG2023178,2,Surveying,66
REG2023178,3,Structural Analysis,91
REG2023178,3,Geotechnical Engineering,64
REG2023178,3,Transportation Engineering,79
REG2023178,3,Hydrology,68
REG2023178,3,Surveying,66
REG2023178,4,Structural Analysis,79
REG2023178,4,Geotechnical Engineering,53
REG2023178,4,Transportation Engineering,56
REG2023178,4,Hydrology,61
REG2023178,4,Surveying,52
REG2023179,1,Circuit Analysis,68
REG2023179,1,Digital Electronics,73
REG2023179,1,Power Systems,93
REG2023179,1,Control Systems,70
REG2023179,1,Signals & Systems,77
REG2023179,2,Circuit Analysis,97
REG2023179,2,Digital Electronics,57
REG2023179,2,Power Systems,56
REG2023179,2,Control Systems,98
REG2023179,2,Signals & Systems,52
REG2023179,3,Circuit Analysis,50
REG2023179,3,Digital Electronics,58
REG2023179,3,Power Systems,92
REG2023179,3,Control Systems,91
REG2023179,3,Signals & Systems,60
REG2023179,4,Circuit Analysis,71
REG2023179,4,Digital Electronics,72
REG2023179,4,Power Systems,78
REG2023179,4,Control Systems,89
REG2023179,4,Signals & Systems,67
REG2023180,1,Data Structures,96
REG2023180,1,Algorithms,55
REG2023180,1,Database Systems,73
REG2023180,1,Operating Systems,71
REG2023180,1,Discrete Mathematics,61
REG2023180,2,Data Structures,57
REG2023180,2,Algorithms,75
REG2023180,2,Database Systems,75
REG2023180,2,Operating Systems,79
REG2023180,2,Discrete Mathematics,67
REG2023180,3,Data Structures,74
REG2023180,3,Algorithms,94
REG2023180,3,Database Systems,80
REG2023180,3,Operating Systems,76
REG2023180,3,Discrete Mathematics,91
REG2023180,4,Data Structures,60
REG2023180,4,Algorithms,57
REG2023180,4,Database Systems,58
REG2023180,4,Operating Systems,94
REG2023180,4,Discrete Mathematics,96
REG2023181,1,Data Structures,53
REG2023181,1,Algorithms,60
REG2023181,1,Database Systems,56
REG2023181,1,Operating Systems,76
REG2023181,1,Discrete Mathematics,87
REG2023181,2,Data Structures,80
REG2023181,2,Algorithms,86
REG2023181,2,Database Systems,93
REG2023181,2,Operating Systems,78
REG2023181,2,Discrete Mathematics,61
REG2023181,3,Data Structures,89
REG2023181,3,Algorithms,74
REG2023181,3,Database Systems,99
REG2023181,3,Operating Systems,72
REG2023181,3,Discrete Mathematics,89
REG2023181,4,Data Structures,51
REG2023181,4,Algorithms,93
REG2023181,4,Database Systems,96
REG2023181,4,Operating Systems,58
REG2023181,4,Discrete Mathematics,80
REG2023182,1,Structural Analysis,81
REG2023182,1,Geotechnical Engineering,57
REG2023182,1,Transportation Engineering,76
REG2023182,1,Hydrology,78
REG2023182,1,Surveying,52
REG2023182,2,Structural Analysis,54
REG2023182,2,Geotechnical Engineering,66
REG2023182,2,Transportation Engineering,91
REG2023182,2,Hydrology,70
REG2023182,2,Surveying,50
REG2023182,3,Structural Analysis,95
REG2023182,3,Geotechnical Engineering,93
REG2023182,3,Transportation Engineering,83
REG2023182,3,Hydrology,99
REG2023182,3,Surveying,97
REG2023182,4,Structural Analysis,86
REG2023182,4,Geotechnical Engineering,96
REG2023182,4,Transportation Engineering,86
REG2023182,4,Hydrology,64
REG2023182,4,Surveying,92
REG2023183,1,Biochemistry,71
REG2023183,1,Genetics,83
REG2023183,1,Cell Biology,83
REG2023183,1,Microbiology,94
REG2023183,1,Bioinformatics,94
REG2023183,2,Biochemistry,89
REG2023183,2,Genetics,56
REG2023183,2,Cell Biology,77
REG2023183,2,Microbiology,92
REG2023183,2,Bioinformatics,96
REG2023183,3,Biochemistry,65
REG2023183,3,Genetics,80
REG2023183,3,Cell Biology,72
REG2023183,3,Microbiology,92
REG2023183,3,Bioinformatics,93
REG2023183,4,Biochemistry,91
REG2023183,4,Genetics,74
REG2023183,4,Cell Biology,59
REG2023183,4,Microbiology,85
REG2023183,4,Bioinformatics,89
REG2023184,1,Biochemistry,53
REG2023184,1,Genetics,50
REG2023184,1,Cell Biology,91
REG2023184,1,Microbiology,60
REG2023184,1,Bioinformatics,82
REG2023184,2,Biochemistry,80
REG2023184,2,Genetics,81
REG2023184,2,Cell Biology,60
REG2023184,2,Microbiology,54
REG2023184,2,Bioinformatics,98
REG2023184,3,Biochemistry,81
REG2023184,3,Genetics,70
REG2023184,3,Cell Biology,65
REG2023184,3,Microbiology,71
REG2023184,3,Bioinformatics,67
REG2023184,4,Biochemistry,53
REG2023184,4,Genetics,82
REG2023184,4,Cell Biology,64
REG2023184,4,Microbiology,85
REG2023184,4,Bioinformatics,91
REG2023185,1,Biochemistry,74
REG2023185,1,Genetics,75
REG2023185,1,Cell Biology,65
REG2023185,1,Microbiology,55
REG2023185,1,Bioinformatics,79
REG2023185,2,Biochemistry,78
REG2023185,2,Genetics,86
REG2023185,2,Cell Biology,78
REG2023185,2,Microbiology,55
REG2023185,2,Bioinformatics,81
REG2023185,3,Biochemistry,78
REG2023185,3,Genetics,70
REG2023185,3,Cell Biology,57
REG2023185,3,Microbiology,81
REG2023185,3,Bioinformatics,97
REG2023185,4,Biochemistry,91
REG2023185,4,Genetics,51
REG2023185,4,Cell Biology,56
REG2023185,4,Microbiology,75
REG2023185,4,Bioinformatics,76
REG2023186,1,Thermodynamics,52
REG2023186,1,Fluid Mechanics,85
REG2023186,1,Machine Design,85
REG2023186,1,Material Science,50
REG2023186,1,Robotics,55
REG2023186,2,Thermodynamics,100
REG2023186,2,Fluid Mechanics,88
REG2023186,2,Machine Design,89
REG2023186,2,Material Science,90
REG2023186,2,Robotics,69
REG2023186,3,Thermodynamics,82
REG2023186,3,Fluid Mechanics,85
REG2023186,3,Machine Design,63
REG2023186,3,Material Science,91
REG2023186,3,Robotics,92
REG2023186,4,Thermodynamics,79
REG2023186,4,Fluid Mechanics,71
REG2023186,4,Machine Design,73
REG2023186,4,Material Science,53
REG2023186,4,Robotics,64
REG2023187,1,Biochemistry,79
REG2023187,1,Genetics,71
REG2023187,1,Cell Biology,85
REG2023187,1,Microbiology,99
REG2023187,1,Bioinformatics,89
REG2023187,2,Biochemistry,88
REG2023187,2,Genetics,80
REG2023187,2,Cell Biology,95
REG2023187,2,Microbiology,92
REG2023187,2,Bioinformatics,73
REG2023187,3,Biochemistry,95
REG2023187,3,Genetics,78
REG2023187,3,Cell Biology,57
REG2023187,3,Microbiology,56
REG2023187,3,Bioinformatics,98
REG2023187,4,Biochemistry,92
REG2023187,4,Genetics,64
REG2023187,4,Cell Biology,50
REG2023187,4,Microbiology,71
REG2023187,4,Bioinformatics,72
REG2023188,1,Circuit Analysis,90
REG2023188,1,Digital Electronics,68
REG2023188,1,Power Systems,85
REG2023188,1,Control Systems,83
REG2023188,1,Signals & Systems,73
REG2023188,2,Circuit Analysis,94
REG2023188,2,Digital Electronics,56
REG2023188,2,Power Systems,52
REG2023188,2,Control Systems,60
REG2023188,2,Signals & Systems,81
REG2023188,3,Circuit Analysis,58
REG2023188,3,Digital Electronics,95
REG2023188,3,Power Systems,97
REG2023188,3,Control Systems,96
REG2023188,3,Signals & Systems,76
REG2023188,4,Circuit Analysis,56
REG2023188,4,Digital Electronics,66
REG2023188,4,Power Systems,89
REG2023188,4,Control Systems,62
REG2023188,4,Signals & Systems,62
REG2023189,1,Data Structures,57
REG2023189,1,Algorithms,75
REG2023189,1,Database Systems,63
REG2023189,1,Operating Systems,79
REG2023189,1,Discrete Mathematics,100
REG2023189,2,Data Structures,62
REG2023189,2,Algorithms,95
REG2023189,2,Database Systems,71
REG2023189,2,Operating Systems,56
REG2023189,2,Discrete Mathematics,98
REG2023189,3,Data Structures,76
REG2023189,3,Algorithms,52
REG2023189,3,Database Systems,90
REG2023189,3,Operating Systems,93
REG2023189,3,Discrete Mathematics,87
REG2023189,4,Data Structures,57
REG2023189,4,Algorithms,99
REG2023189,4,Database Systems,78
REG2023189,4,Operating Systems,79
REG2023189,4,Discrete Mathematics,92
REG2023190,1,Data Structures,87
REG2023190,1,Algorithms,82
REG2023190,1,Database Systems,58
REG2023190,1,Operating Systems,81
REG2023190,1,Discrete Mathematics,50
REG2023190,2,Data Structures,83
REG2023190,2,Algorithms,97
REG2023190,2,Database Systems,53
REG2023190,2,Operating Systems,85
REG2023190,2,Discrete Mathematics,77
REG2023190,3,Data Structures,87
REG2023190,3,Algorithms,80
REG2023190,3,Database Systems,82
REG2023190,3,Operating Systems,99
REG2023190,3,Discrete Mathematics,61
REG2023190,4,Data Structures,94
REG2023190,4,Algorithms,87
REG2023190,4,Database Systems,61
REG2023190,4,Operating Systems,96
REG2023190,4,Discrete Mathematics,58
REG2023191,1,Circuit Analysis,56
REG2023191,1,Digital Electronics,74
REG2023191,1,Power Systems,92
REG2023191,1,Control Systems,88
REG2023191,1,Signals & Systems,88
REG2023191,2,Circuit Analysis,70
REG2023191,2,Digital Electronics,82
REG2023191,2,Power Systems,74
REG2023191,2,Control Systems,76
REG2023191,2,Signals & Systems,88
REG2023191,3,Circuit Analysis,94
REG2023191,3,Digital Electronics,98
REG2023191,3,Power Systems,65
REG2023191,3,Control Systems,67
REG2023191,3,Signals & Systems,75
REG2023191,4,Circuit Analysis,71
REG2023191,4,Digital Electronics,68
REG2023191,4,Power Systems,78
REG2023191,4,Control Systems,58
REG2023191,4,Signals & Systems,58
REG2023192,1,Circuit Analysis,76
REG2023192,1,Digital Electronics,88
REG2023192,1,Power Systems,94
REG2023192,1,Control Systems,97
REG2023192,1,Signals & Systems,82
REG2023192,2,Circuit Analysis,69
REG2023192,2,Digital Electronics,94
REG2023192,2,Power Systems,85
REG2023192,2,Control Systems,70
REG2023192,2,Signals & Systems,95
REG2023192,3,Circuit Analysis,97
REG2023192,3,Digital Electronics,85
REG2023192,3,Power Systems,90
REG2023192,3,Control Systems,63
REG2023192,3,Signals & Systems,62
REG2023192,4,Circuit Analysis,63
REG2023192,4,Digital Electronics,89
REG2023192,4,Power Systems,95
REG2023192,4,Control Systems,68
REG2023192,4,Signals & Systems,93
REG2023193,1,Biochemistry,72
REG2023193,1,Genetics,93
REG2023193,1,Cell Biology,58
REG2023193,1,Microbiology,95
REG2023193,1,Bioinformatics,91
REG2023193,2,Biochemistry,61
REG2023193,2,Genetics,82
REG2023193,2,Cell Biology,84
REG2023193,2,Microbiology,94
REG2023193,2,Bioinformatics,90
REG2023193,3,Biochemistry,70
REG2023193,3,Genetics,95
REG2023193,3,Cell Biology,57
REG2023193,3,Microbiology,98
REG2023193,3,Bioinformatics,72
REG2023193,4,Biochemistry,85
REG2023193,4,Genetics,80
REG2023193,4,Cell Biology,87
REG2023193,4,Microbiology,86
REG2023193,4,Bioinformatics,92
REG2023194,1,Thermodynamics,95
REG2023194,1,Fluid Mechanics,76
REG2023194,1,Machine Design,93
REG2023194,1,Material Science,97
REG2023194,1,Robotics,84
REG2023194,2,Thermodynamics,68
REG2023194,2,Fluid Mechanics,77
REG2023194,2,Machine Design,50
REG2023194,2,Material Science,83
REG2023194,2,Robotics,56
REG2023194,3,Thermodynamics,51
REG2023194,3,Fluid Mechanics,74
REG2023194,3,Machine Design,59
REG2023194,3,Material Science,53
REG2023194,3,Robotics,92
REG2023194,4,Thermodynamics,53
REG2023194,4,Fluid Mechanics,62
REG2023194,4,Machine Design,67
REG2023194,4,Material Science,98
REG2023194,4,Robotics,100
REG2023195,1,Thermodynamics,60
REG2023195,1,Fluid Mechanics,68
REG2023195,1,Machine Design,93
REG2023195,1,Material Science,66
REG2023195,1,Robotics,59
REG2023195,2,Thermodynamics,53
REG2023195,2,Fluid Mechanics,94
REG2023195,2,Machine Design,100
REG2023195,2,Material Science,68
REG2023195,2,Robotics,63
REG2023195,3,Thermodynamics,98
REG2023195,3,Fluid Mechanics,84
REG2023195,3,Machine Design,52
REG2023195,3,Material Science,72
REG2023195,3,Robotics,78
REG2023195,4,Thermodynamics,56
REG2023195,4,Fluid Mechanics,89
REG2023195,4,Machine Design,93
REG2023195,4,Material Science,97
REG2023195,4,Robotics,85
REG2023196,1,Biochemistry,64
REG2023196,1,Genetics,97
REG2023196,1,Cell Biology,91
REG2023196,1,Microbiology,85
REG2023196,1,Bioinformatics,74
REG2023196,2,Biochemistry,65
REG2023196,2,Genetics,82
REG2023196,2,Cell Biology,100
REG2023196,2,Microbiology,100
REG2023196,2,Bioinformatics,94
REG2023196,3,Biochemistry,68
REG2023196,3,Genetics,94
REG2023196,3,Cell Biology,92
REG2023196,3,Microbiology,53
REG2023196,3,Bioinformatics,74
REG2023196,4,Biochemistry,74
REG2023196,4,Genetics,76
REG2023196,4,Cell Biology,100
REG2023196,4,Microbiology,93
REG2023196,4,Bioinformatics,70
REG2023197,1,Biochemistry,85
REG2023197,1,Genetics,53
REG2023197,1,Cell Biology,50
REG2023197,1,Microbiology,97
REG2023197,1,Bioinformatics,66
REG2023197,2,Biochemistry,62
REG2023197,2,Genetics,89
REG2023197,2,Cell Biology,99
REG2023197,2,Microbiology,78
REG2023197,2,Bioinformatics,64
REG2023197,3,Biochemistry,90
REG2023197,3,Genetics,95
REG2023197,3,Cell Biology,95
REG2023197,3,Microbiology,91
REG2023197,3,Bioinformatics,73
REG2023197,4,Biochemistry,98
REG2023197,4,Genetics,87
REG2023197,4,Cell Biology,84
REG2023197,4,Microbiology,97
REG2023197,4,Bioinformatics,88
REG2023198,1,Biochemistry,62
REG2023198,1,Genetics,99
REG2023198,1,Cell Biology,96
REG2023198,1,Microbiology,62
REG2023198,1,Bioinformatics,68
REG2023198,2,Biochemistry,78
REG2023198,2,Genetics,61
REG2023198,2,Cell Biology,93
REG2023198,2,Microbiology,54
REG2023198,2,Bioinformatics,61
REG2023198,3,Biochemistry,61
REG2023198,3,Genetics,97
REG2023198,3,Cell Biology,82
REG2023198,3,Microbiology,57
REG2023198,3,Bioinformatics,74
REG2023198,4,Biochemistry,52
REG2023198,4,Genetics,77
REG2023198,4,Cell Biology,67
REG2023198,4,Microbiology,85
REG2023198,4,Bioinformatics,66
REG2023199,1,Data Structures,58
REG2023199,1,Algorithms,60
REG2023199,1,Database Systems,87
REG2023199,1,Operating Systems,66
REG2023199,1,Discrete Mathematics,50
REG2023199,2,Data Structures,71
REG2023199,2,Algorithms,79
REG2023199,2,Database Systems,95
REG2023199,2,Operating Systems,59
REG2023199,2,Discrete Mathematics,52
REG2023199,3,Data Structures,59
REG2023199,3,Algorithms,70
REG2023199,3,Database Systems,88
REG2023199,3,Operating Systems,53
REG2023199,3,Discrete Mathematics,99
REG2023199,4,Data Structures,90
REG2023199,4,Algorithms,89
REG2023199,4,Database Systems,92
REG2023199,4,Operating Systems,69
REG2023199,4,Discrete Mathematics,81
REG2023200,1,Thermodynamics,100
REG2023200,1,Fluid Mechanics,86
REG2023200,1,Machine Design,85
REG2023200,1,Material Science,72
REG2023200,1,Robotics,54
REG2023200,2,Thermodynamics,100
REG2023200,2,Fluid Mechanics,95
REG2023200,2,Machine Design,70
REG2023200,2,Material Science,83
REG2023200,2,Robotics,64
REG2023200,3,Thermodynamics,61
REG2023200,3,Fluid Mechanics,83
REG2023200,3,Machine Design,54
REG2023200,3,Material Science,100
REG2023200,3,Robotics,82
REG2023200,4,Thermodynamics,60
REG2023200,4,Fluid Mechanics,76
REG2023200,4,Machine Design,84
REG2023200,4,Material Science,84
REG2023200,4,Robotics,75
REG2023201,1,Circuit Analysis,55
REG2023201,1,Digital Electronics,72
REG2023201,1,Power Systems,64
REG2023201,1,Control Systems,63
REG2023201,1,Signals & Systems,92
REG2023201,2,Circuit Analysis,71
REG2023201,2,Digital Electronics,71
REG2023201,2,Power Systems,73
REG2023201,2,Control Systems,68
REG2023201,2,Signals & Systems,63
REG2023201,3,Circuit Analysis,98
REG2023201,3,Digital Electronics,89
REG2023201,3,Power Systems,83
REG2023201,3,Control Systems,80
REG2023201,3,Signals & Systems,85
REG2023201,4,Circuit Analysis,98
REG2023201,4,Digital Electronics,91
REG2023201,4,Power Systems,50
REG2023201,4,Control Systems,57
REG2023201,4,Signals & Systems,92
REG2023202,1,Structural Analysis,72
REG2023202,1,Geotechnical Engineering,78
REG2023202,1,Transportation Engineering,65
REG2023202,1,Hydrology,91
REG2023202,1,Surveying,89
REG2023202,2,Structural Analysis,89
REG2023202,2,Geotechnical Engineering,65
REG2023202,2,Transportation Engineering,52
REG2023202,2,Hydrology,93
REG2023202,2,Surveying,70
REG2023202,3,Structural Analysis,74
REG2023202,3,Geotechnical Engineering,100
REG2023202,3,Transportation Engineering,57
REG2023202,3,Hydrology,74
REG2023202,3,Surveying,66
REG2023202,4,Structural Analysis,84
REG2023202,4,Geotechnical Engineering,96
REG2023202,4,Transportation Engineering,68
REG2023202,4,Hydrology,51
REG2023202,4,Surveying,83
REG2023203,1,Thermodynamics,99
REG2023203,1,Fluid Mechanics,73
REG2023203,1,Machine Design,82
REG2023203,1,Material Science,82
REG2023203,1,Robotics,78
REG2023203,2,Thermodynamics,81
REG2023203,2,Fluid Mechanics,52
REG2023203,2,Machine Design,68
REG2023203,2,Material Science,91
REG2023203,2,Robotics,62
REG2023203,3,Thermodynamics,70
REG2023203,3,Fluid Mechanics,82
REG2023203,3,Machine Design,55
REG2023203,3,Material Science,56
REG2023203,3,Robotics,60
REG2023203,4,Thermodynamics,99
REG2023203,4,Fluid Mechanics,84
REG2023203,4,Machine Design,84
REG2023203,4,Material Science,50
REG2023203,4,Robotics,90
REG2023204,1,Biochemistry,54
REG2023204,1,Genetics,63
REG2023204,1,Cell Biology,92
REG2023204,1,Microbiology,90
REG2023204,1,Bioinformatics,99
REG2023204,2,Biochemistry,63
REG2023204,2,Genetics,93
REG2023204,2,Cell Biology,77
REG2023204,2,Microbiology,56
REG2023204,2,Bioinformatics,63
REG2023204,3,Biochemistry,84
REG2023204,3,Genetics,94
REG2023204,3,Cell Biology,97
REG2023204,3,Microbiology,99
REG2023204,3,Bioinformatics,77
REG2023204,4,Biochemistry,91
REG2023204,4,Genetics,54
REG2023204,4,Cell Biology,97
REG2023204,4,Microbiology,93
REG2023204,4,Bioinformatics,59
REG2023205,1,Thermodynamics,51
REG2023205,1,Fluid Mechanics,79
